file,name,sr,duration_s,rms,spectral_centroid,tempo_est_bpm,tempo_target_bpm,mood,genre,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,base_name,version
Wasserflasche_v1.wav,Wasserflasche_v1,32000,5.06,0.09187200665473938,616.1953682998817,178.57142857142858,,,,-343.82470703125,213.06008911132812,47.95012664794922,9.867263793945312,11.577884674072266,18.722126007080078,1.9774032831192017,-0.5378156304359436,-1.6603187322616577,-2.369241952896118,-4.524343013763428,-3.691021203994751,-5.792039394378662,Wasserflasche,1
Wasserflasche_v2.wav,Wasserflasche_v2,32000,5.06,0.14493373036384583,563.4933193041087,45.73170731707317,,,,-388.1045227050781,197.55462646484375,83.67474365234375,5.011431694030762,-19.54798126220703,-22.591787338256836,-21.896373748779297,-15.324674606323242,-5.9420294761657715,0.07148143649101257,2.284696340560913,-0.21482692658901215,-9.503687858581543,Wasserflasche,2
Wasserflasche_v3.wav,Wasserflasche_v3,32000,5.06,0.07105649262666702,343.2545426237292,120.96774193548387,,,,-468.1459045410156,194.85870361328125,90.59896850585938,24.068578720092773,7.8330078125,5.392114639282227,-2.0736796855926514,-9.792219161987305,-12.796385765075684,-11.438298225402832,-9.823387145996094,-12.1162691116333,-16.963350296020508,Wasserflasche,3
