file,name,sr,duration_s,rms,spectral_centroid,tempo_est_bpm,tempo_target_bpm,mood,genre,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,base_name,version
Sonnenuntergang_v1.wav,Sonnenuntergang_v1,32000,5.06,0.09032467007637024,548.2460227269709,113.63636363636364,,,,-337.76837158203125,202.29600524902344,-4.772574424743652,23.008861541748047,37.835365295410156,22.17092514038086,19.263736724853516,15.320725440979004,11.716533660888672,7.338726043701172,7.6769328117370605,2.1988983154296875,-0.7781185507774353,Sonnenuntergang,1
Sonnenuntergang_v2.wav,Sonnenuntergang_v2,32000,5.06,0.05398908630013466,1298.7081738441764,85.22727272727273,,,,-281.1002502441406,182.0678253173828,-57.31175994873047,37.64027404785156,3.863032102584839,10.0889253616333,-4.151444435119629,-4.712826251983643,-8.687372207641602,-8.899774551391602,-9.225436210632324,-11.104737281799316,-12.108315467834473,Sonnenuntergang,2
Sonnenuntergang_v3.wav,Sonnenuntergang_v3,32000,5.06,0.10543883591890335,911.5514969335098,76.53061224489795,,,,-233.9058380126953,187.02212524414062,-12.07326602935791,32.08545684814453,24.841381072998047,9.712224960327148,11.493346214294434,-2.1092114448547363,1.9322712421417236,-3.3570706844329834,-3.4375154972076416,-3.4810616970062256,-7.6739959716796875,Sonnenuntergang,3
